ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
115	171	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
116	12	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
117	582	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
118	308	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
119	3	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
120	2040	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
121	9411	1	1	1.000106	0.000000	0.000000	0.000000	0.000000	2	0	0
122	37	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
123	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
124	6909	1	2	1.030974	0.000000	0.000000	0.000000	0.000000	2	0	0
125	20	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
126	28	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
127	10071	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
128	22	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
129	22	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
130	2760	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
131	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
132	13773	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
133	6	1	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
134	8	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
135	7	3	2	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
136	14	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
137	15	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
138	14	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
139	1204	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
140	2	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
141	13	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
142	23	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
143	6	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
144	6	1	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
145	1	2	2	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
146	8	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
147	6	3	1	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
148	23	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
149	26	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
150	20	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
151	6	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
152	15	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
153	9	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
154	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
155	20	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
156	18478	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
157	14	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
158	24	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
159	933	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
160	23	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
161	19	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
162	2243	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
163	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
164	96	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
165	65	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
166	27	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
167	69	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
168	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
169	27	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
170	122	1	1	1.131148	0.000000	0.000000	0.000000	0.000000	2	0	0
171	74	0	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
172	511	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
173	13	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
174	28	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
175	24341	1	1	1.002917	0.000000	0.000000	0.000000	0.000000	2	0	0
176	1975	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
177	27	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
178	13898	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
179	13	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
180	8	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
181	1310	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
182	127	2	0	1.267717	0.000000	0.000000	0.000000	0.000000	3	0	0
183	15151	1	1	1.004686	0.000000	0.000000	0.000000	0.000000	2	0	0
184	34	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
185	4192	2	1	1.000477	0.000000	0.000000	0.000000	0.000000	2	0	0
186	13378	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
187	13	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
188	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
189	1	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
190	7924	1	1	1.008960	0.000000	0.000000	0.000000	0.000000	2	0	0
191	72	1	2	1.444444	0.000000	0.000000	0.000000	0.000000	2	0	0
192	20603	1	0	1.003446	0.000000	0.000000	0.000000	0.000000	2	0	0
193	12396	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
194	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
195	5	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
196	6734	2	1	1.001634	0.000000	0.000000	0.000000	0.000000	2	0	0
197	163	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
198	386	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
199	221	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
200	143	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
201	62	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
202	3546	2	1	1.001410	0.000000	0.000000	0.000000	0.000000	2	0	0
203	2936	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
204	6513	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
205	11113	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
206	493	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
207	161	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
208	3	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
209	76	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
210	74	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
211	95	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
212	171	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
213	12974	0	0	1.005472	0.000000	0.000000	0.000000	0.000000	2	0	0
214	623	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
215	14	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
216	28	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
217	3686	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
218	3	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
219	1	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
220	1	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
221	1	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
222	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
223	4	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
224	35	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
225	3	1	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
226	1	2	2	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
227	9	2	1	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
228	2	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
229	14	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
230	8	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
231	32	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
232	52	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
233	1	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
234	3	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
235	11	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
236	19	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
237	14	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
238	3554	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
239	5	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
240	331	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
241	2580	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
242	4948	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
243	18	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
244	9202	0	1	1.007172	0.000000	0.000000	0.000000	0.000000	2	0	0
245	9590	1	1	1.007404	0.000000	0.000000	0.000000	0.000000	2	0	0
246	20394	1	0	1.003187	0.000000	0.000000	0.000000	0.000000	2	0	0
247	39	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
248	27	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
249	7590	2	0	1.003426	0.000000	0.000000	0.000000	0.000000	2	0	0
250	8257	2	1	1.000606	0.000000	0.000000	0.000000	0.000000	2	0	0
251	112	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
252	32102	1	2	1.008784	0.000000	0.000000	0.000000	0.000000	4	0	0
253	4427	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
254	25	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
255	62	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
256	118	2	2	1.033898	0.000000	0.000000	0.000000	0.000000	3	0	0
257	15145	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
258	3390	1	2	1.001180	0.000000	0.000000	0.000000	0.000000	2	0	0
259	2	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
260	2248	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
261	4	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
262	15391	0	1	1.004093	0.000000	0.000000	0.000000	0.000000	2	0	0
263	9060	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
264	145	1	2	1.006897	0.000000	0.000000	0.000000	0.000000	2	0	0
265	13	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
266	88	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
267	8966	2	1	1.000892	0.000000	0.000000	0.000000	0.000000	2	0	0
268	62	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
269	52	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
270	187	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
271	101	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
272	37	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
273	3814	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
274	1	2	2	14.000000	0.000000	0.000000	0.000000	0.000000	14	0	0
275	7392	0	1	1.009605	0.000000	0.000000	0.000000	0.000000	2	0	0
276	30118	1	0	1.002357	0.000000	0.000000	0.000000	0.000000	2	0	0
277	4494	1	0	1.015799	0.000000	0.000000	0.000000	0.000000	2	0	0
278	1	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
279	4	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
280	7658	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
281	6	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
282	145	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
283	1648	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
284	4	1	2	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
285	8	1	2	5.000000	0.000000	0.000000	0.000000	0.000000	5	0	0
286	3	2	2	6.000000	0.000000	0.000000	0.000000	0.000000	6	0	0
287	1	1	1	5.000000	0.000000	0.000000	0.000000	0.000000	5	0	0
288	2	1	3	7.000000	0.000000	0.000000	0.000000	0.000000	9	0	0
289	4	2	2	14.500000	0.000000	0.000000	0.000000	0.000000	15	0	0
290	27	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
291	2	2	1	15.000000	0.000000	0.000000	0.000000	0.000000	15	0	0
292	10	1	1	14.000000	0.000000	0.000000	0.000000	0.000000	14	0	0
293	2	2	1	5.500000	0.000000	0.000000	0.000000	0.000000	6	0	0
294	1	2	1	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
295	7409	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
296	4	2	2	17.000000	0.000000	0.000000	0.000000	0.000000	17	0	0
297	1	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
298	32	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
299	10	2	1	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
300	1	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
301	2	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
302	2550	1	1	1.000392	0.000000	0.000000	0.000000	0.000000	2	0	0
303	1	1	2	6.000000	0.000000	0.000000	0.000000	0.000000	6	0	0
304	11	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
305	11486	0	1	1.006181	0.000000	0.000000	0.000000	0.000000	2	0	0
306	3842	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
307	20	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
308	44	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
309	9021	1	1	1.007871	0.000000	0.000000	0.000000	0.000000	2	0	0
310	71	2	0	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
311	62	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
312	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
313	1023	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
314	28	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
315	432	2	1	1.016204	0.000000	0.000000	0.000000	0.000000	2	0	0
316	61	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
317	4	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
318	5	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
319	203	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
320	4	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
321	256	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
322	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
323	171	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
324	2461	2	2	1.003251	0.000000	0.000000	0.000000	0.000000	3	0	0
325	1	1	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
326	12	1	2	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
327	1	2	2	5.000000	0.000000	0.000000	0.000000	0.000000	5	0	0
328	5	2	1	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
329	92	1	1	1.391304	0.000000	0.000000	0.000000	0.000000	2	0	0
330	38	1	2	1.052632	0.000000	0.000000	0.000000	0.000000	2	0	0
331	13	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
332	3	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
333	31	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
334	123	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
335	97	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
336	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
337	14437	1	2	1.011637	0.000000	0.000000	0.000000	0.000000	2	0	0
338	71	0	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
339	10321	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
340	13	1	2	1.153846	0.000000	0.000000	0.000000	0.000000	2	0	0
341	376	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
342	4	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
343	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
344	3059	2	2	1.005557	0.000000	0.000000	0.000000	0.000000	3	0	0
345	245	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
346	2204	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
347	110	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
348	1193	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
349	146	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
350	311	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
351	12447	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
352	9	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
353	1004	1	1	1.070717	0.000000	0.000000	0.000000	0.000000	2	0	0
